wavfile,transcript,emo,v,a,d,n
MSP-IMPROV-S08H-M02-R-MM01.wav,a preliminary study shows rats to be more inquisitive than one thought,N,3.2,4.4,3.0,3.8
MSP-IMPROV-S08H-M03-R-MM01.wav,a preliminary study so the right to be more inquisitive than one lot,N,3.6,2.8,2.8,2.8
MSP-IMPROV-S08N-F02-R-FF01.wav,A preliminary study shows rats to be more inquisitive than once thought..,N,3.4,4.6,3.2,4.4
MSP-IMPROV-S08N-F03-R-FF01.wav,Filamentary study shows rats to be more inquisitive than once..,N,2.833333,4.666667,2.333333,3.666667
MSP-IMPROV-S08N-F05-R-FF01.wav,A preliminary study shows rap 3 more positive than once thought..,N,3.0,4.6,2.6,3.6
MSP-IMPROV-S08N-F06-R-FF01.wav,We should be more than once thought..,N,3.0,4.285714,1.714286,2.142857
MSP-IMPROV-S08N-M01-R-MM01.wav,Shows rest of the morning quiz and then we thought..,N,2.857143,3.571429,2.714286,2.714286
MSP-IMPROV-S08N-M02-R-MM01.wav,A preliminary study shows Rex to be more inquisitive than once that..,N,2.8,4.6,2.6,3.2
MSP-IMPROV-S08N-M03-R-MM01.wav,A preliminary study shows right to be more inquisitive than once thought..,N,3.0,3.5,3.333333,3.166667
MSP-IMPROV-S08S-F02-R-FF01.wav,I'm feeling very study shows resting more inquisitive one spot..,X,2.2,4.0,2.6,3.6
MSP-IMPROV-S08S-F02-R-FF02.wav,A preliminary study shows wraps be more inquisitive thought..,N,2.2,4.8,2.0,2.2
MSP-IMPROV-S08S-F03-R-FF01.wav,A preliminary study shows rats to be more inquisitive than once thought..,S,2.166667,3.833333,2.833333,3.666667
MSP-IMPROV-S08S-F05-R-FF01.wav,A preliminary study shows rats to be more inquisitive than once thought..,S,1.8,4.0,3.2,3.2
MSP-IMPROV-S08S-F06-R-FF01.wav,A preliminary study shows rats to be more inquisitive than once with spot..,N,2.0,3.833333,3.166667,3.333333
MSP-IMPROV-S08S-M01-R-MM01.wav,OK then we thought..,N,2.333333,3.666667,3.166667,2.666667
MSP-IMPROV-S08S-M01-R-MM02.wav,Hopefully the rest of the morning..,X,2.125,2.75,3.125,2.125
MSP-IMPROV-S08S-M02-R-MM01.wav,A preliminary study shows rest be more inquisitive than once thought..,N,2.666667,4.166667,2.166667,2.666667
MSP-IMPROV-S08S-M03-R-MM01.wav,Preliminary study shows rats to be more inquisitive than once lot..,N,2.571429,4.0,2.285714,3.428571
MSP-IMPROV-S08S-M03-R-MM02.wav,A preliminary study says rights to be more inquisitive than one spot..,N,2.2,4.4,2.6,3.2
MSP-IMPROV-S09A-F02-R-FF01.wav,That's it the meeting is finished..,A,2.333333,2.666667,3.666667,3.333333
MSP-IMPROV-S09A-F03-R-FF01.wav,That's it the meeting is finished..,A,1.4,1.6,4.4,4.0
MSP-IMPROV-S09A-F05-R-FF01.wav,That's at the meeting is finished..,A,1.6,1.4,4.6,2.0
MSP-IMPROV-S09A-F06-R-FF01.wav,That's it the meeting is finished..,A,2.2,3.0,3.4,3.4
MSP-IMPROV-S09A-M01-R-MM01.wav,That's it is meeting is finished..,A,1.4,2.0,3.8,3.6
MSP-IMPROV-S09A-M01-R-MM02.wav,Let it ring is finished..,A,1.0,1.5,4.666667,3.0
MSP-IMPROV-S09A-M02-R-MM01.wav,That's it the meaning of finish..,A,2.125,3.375,3.25,2.75
MSP-IMPROV-S09A-M03-R-MM01.wav,That's it this meeting is finished..,A,1.166667,2.666667,4.666667,4.0
MSP-IMPROV-S09H-F02-R-FF01.wav,that's it the meaning is finished,H,4.714286,2.428571,4.142857,3.285714
MSP-IMPROV-S09H-F03-R-FF01.wav,That said the meeting is finished..,H,3.8,4.0,3.2,2.4
MSP-IMPROV-S09H-F05-R-FF01.wav,That's at the meeting is finished..,H,4.5,2.333333,4.0,2.333333
MSP-IMPROV-S09H-F06-R-FF01.wav,Set the meeting is finished..,H,3.6,3.4,3.0,3.2
MSP-IMPROV-S09H-M01-R-MM01.wav,That's it is meeting is finished..,H,3.0,2.8,3.4,1.8
MSP-IMPROV-S09H-M01-R-MM02.wav,"That's it, I'm meeting is finished..",A,3.2,2.6,3.8,3.4
MSP-IMPROV-S09H-M02-R-MM01.wav,That's it the meeting is finished..,N,3.2,4.6,2.6,3.0
MSP-IMPROV-S09H-M03-R-MM01.wav,That's it this meeting is finished..,N,3.285714,3.428571,3.857143,3.142857
MSP-IMPROV-S09N-F02-R-FF01.wav,that that the meeting is finished,N,2.8,4.2,2.6,3.4
MSP-IMPROV-S09N-F03-R-FF01.wav,that's it the meeting is finished,N,2.8,4.2,2.4,4.2
MSP-IMPROV-S09N-F05-R-FF01.wav,that's it the mining stonished,N,3.2,4.0,3.4,4.0
MSP-IMPROV-S09N-F06-R-FF01.wav,that's it the meeting is finished,N,2.8,4.2,2.8,3.8
MSP-IMPROV-S09N-M01-R-MM01.wav,that's it as meaning is finished,N,2.6,4.6,2.4,2.0
MSP-IMPROV-S09N-M02-R-MM01.wav,that's it the meeting is finished,N,2.6,4.2,2.8,2.6
MSP-IMPROV-S09N-M03-R-MM01.wav,that's it the meeting is finished,N,2.857143,4.285714,2.714286,3.0
MSP-IMPROV-S09S-F02-R-FF01.wav,that's it for meeting a finished,S,2.333333,4.333333,2.333333,3.166667
MSP-IMPROV-S09S-F02-R-FF02.wav,that is a meaning a finished,S,2.2,4.2,2.4,2.8
MSP-IMPROV-S09S-F03-R-FF01.wav,that's it the meeting is finished,S,1.666667,4.333333,1.666667,3.5
MSP-IMPROV-S09S-F05-R-FF01.wav,that's it the meeting is finished,N,2.4,4.4,2.2,2.8
MSP-IMPROV-S09S-F06-R-FF01.wav,that's her the meaning inspicio,S,2.2,4.2,3.0,3.0
MSP-IMPROV-S09S-M01-R-MM01.wav,but it has meaning is finished,A,2.2,3.4,3.6,2.0
MSP-IMPROV-S09S-M01-R-MM02.wav,then it to manning is finished,A,1.6,2.4,3.8,2.8
MSP-IMPROV-S09S-M02-R-MM01.wav,that's it the meaning is finished,N,2.666667,4.5,2.5,3.333333
MSP-IMPROV-S09S-M03-R-MM01.wav,that's it a meeting of finished,X,2.0,4.2,2.4,3.2
MSP-IMPROV-S09S-M03-R-MM02.wav,that's it the meaning is finished,S,1.8,4.2,2.0,3.2
MSP-IMPROV-S10A-F02-R-FF01.wav,i don't know how she could miss his opportunity,A,2.2,3.0,3.6,3.2
MSP-IMPROV-S10A-F03-R-FF01.wav,i don't know how she can miss this opportunity,A,1.2,1.6,4.2,3.4
MSP-IMPROV-S10A-F05-R-FF01.wav,i don't know how she could miss this opportunity,A,1.8,1.8,4.4,2.0
MSP-IMPROV-S10A-F06-R-FF01.wav,i don't know how she could miss this opportunity,A,2.0,3.0,3.6,2.4
MSP-IMPROV-S10A-M01-R-MM01.wav,i don't know how he and miss as a returnin,A,1.6,1.8,4.2,2.2
MSP-IMPROV-S10A-M01-R-MM02.wav,i don't know how she and miss opportunity,A,1.6,1.8,4.4,3.2
MSP-IMPROV-S10A-M02-R-MM01.wav,i don't know how she could miss his opportunity,A,2.4,3.4,3.6,2.8
MSP-IMPROV-S10A-M03-R-MM01.wav,i don't know how she can miss this opportunity,A,2.0,2.4,3.6,2.8
MSP-IMPROV-S10H-F02-R-FF01.wav,i don't know how she could miss this opportunity,H,4.0,3.6,3.0,2.0
MSP-IMPROV-S10H-F03-R-FF01.wav,I don't know how she could miss this opportunity..,H,3.142857,2.714286,3.571429,3.0
MSP-IMPROV-S10H-F05-R-FF01.wav,I don't know how she could miss this opportunity..,H,3.142857,1.714286,4.0,2.714286
MSP-IMPROV-S10H-F06-R-FF01.wav,I don't know how she could miss this opportunity..,X,2.4,3.0,3.2,2.4
MSP-IMPROV-S10H-M01-R-MM01.wav,"I don't know how to miss, this opportunity..",X,2.6,2.4,3.4,2.0
MSP-IMPROV-S10H-M01-R-MM02.wav,"I don't know how she can miss, this opportunity..",N,2.166667,2.666667,3.333333,2.166667
MSP-IMPROV-S10H-M02-R-MM01.wav,I don't know how she could miss this opportunity..,N,2.714286,3.714286,3.428571,3.857143
MSP-IMPROV-S10H-M03-R-MM01.wav,I don't know how she could miss this opportunity..,H,4.0,3.0,4.0,3.8
MSP-IMPROV-S10N-F02-R-FF01.wav,I don't know how she could miss this opportunity..,N,2.8,4.2,2.8,3.2
MSP-IMPROV-S10N-F03-R-FF01.wav,I don't know how she could miss this opportunity..,N,3.142857,4.428571,2.285714,3.0
MSP-IMPROV-S10N-F05-R-FF01.wav,I don't know how she could miss this opportunity..,N,3.0,4.4,2.6,1.6
MSP-IMPROV-S10N-F06-R-FF01.wav,I don't know how she could miss this opportunity..,N,2.833333,3.833333,3.166667,3.5
MSP-IMPROV-S10N-M01-R-MM01.wav,I don't know how she can get this opportunity..,N,2.8,3.6,3.0,4.0
MSP-IMPROV-S10N-M02-R-MM01.wav,I don't know how she could miss this opportunity..,X,2.4,4.2,2.0,3.4
MSP-IMPROV-S10N-M03-R-MM01.wav,I don't know how she could miss this opportunity..,N,2.8,4.6,3.0,3.6
MSP-IMPROV-S10S-F02-R-FF01.wav,I don't know how she could miss this opportunity..,S,2.8,3.4,3.2,3.8
MSP-IMPROV-S10S-F02-R-FF02.wav,I don't know how she could miss this opportunity..,S,2.166667,4.166667,2.0,3.166667
MSP-IMPROV-S10S-F03-R-FF01.wav,I don't know how she could miss this opportunity..,S,2.0,3.6,2.2,4.2
MSP-IMPROV-S10S-F05-R-FF01.wav,I don't know how she could miss this opportunity..,X,2.2,3.2,3.2,3.2
MSP-IMPROV-S10S-F06-R-FF01.wav,I don't know how she could miss this opportunity..,A,1.6,2.8,3.0,2.8
MSP-IMPROV-S10S-M01-R-MM01.wav,"I don't know how she can miss, this opportunity..",S,2.4,3.6,2.8,2.0
MSP-IMPROV-S10S-M01-R-MM02.wav,"I don't know how you can miss, this opportunity..",X,2.0,2.6,3.6,2.6
MSP-IMPROV-S10S-M02-R-MM01.wav,"I don't know how she can miss, this opportunity..",S,2.4,4.4,2.6,3.8
MSP-IMPROV-S10S-M03-R-MM01.wav,I don't know how she could miss this opportunity..,X,2.4,3.8,2.8,3.6
MSP-IMPROV-S10S-M03-R-MM02.wav,I don't know how she could miss this opportunity..,S,2.0,4.0,2.4,3.8
MSP-IMPROV-S11A-F02-R-FF01.wav,It is raining outside..,A,1.875,3.125,3.125,2.5
MSP-IMPROV-S11A-F03-R-FF01.wav,It is raining outside..,A,1.4,2.2,4.0,4.0
MSP-IMPROV-S11A-F05-R-FF01.wav,It is raining outside..,A,1.2,2.0,3.6,2.0
MSP-IMPROV-S11A-F06-R-FF01.wav,It is raining outside..,A,2.285714,3.285714,3.142857,2.857143
MSP-IMPROV-S11A-M01-R-MM01.wav,It is raining outside..,A,1.2,2.0,4.4,3.4
MSP-IMPROV-S11A-M02-R-MM01.wav,It is raining outside..,A,2.2,3.8,2.2,3.8
MSP-IMPROV-S11A-M03-R-MM01.wav,Is it raining outside?.,A,2.0,3.2,3.2,2.0
MSP-IMPROV-S11H-F02-R-FF01.wav,It is raining outside..,H,4.2,3.0,3.8,2.8
MSP-IMPROV-S11H-F03-R-FF01.wav,It is raining outside..,H,4.4,2.4,4.2,3.0
MSP-IMPROV-S11H-F05-R-FF01.wav,It is raining outside..,H,3.875,2.25,3.25,2.25
MSP-IMPROV-S11H-F06-R-FF01.wav,It is raining outside..,H,3.6,3.4,3.2,3.0
MSP-IMPROV-S11H-M01-R-MM01.wav,It is raining outside..,H,3.5,2.666667,3.333333,2.5
MSP-IMPROV-S11H-M02-R-MM01.wav,It is raining outside..,H,4.0,3.2,3.4,3.4
MSP-IMPROV-S11H-M03-R-MM01.wav,It's raining outside..,H,4.2,2.0,3.8,1.6
MSP-IMPROV-S11N-F02-R-FF01.wav,It is raining outside..,N,3.0,4.8,2.4,3.4
MSP-IMPROV-S11N-F03-R-FF01.wav,It's raining outside..,N,2.8,4.6,3.0,3.4
MSP-IMPROV-S11N-F05-R-FF01.wav,It is raining outside..,N,3.0,4.2,3.0,3.6
MSP-IMPROV-S11N-F06-R-FF01.wav,Is raining outside?.,N,2.4,4.0,3.0,2.8
MSP-IMPROV-S11N-M01-R-MM01.wav,It is raining outside..,N,3.0,4.2,3.2,4.0
MSP-IMPROV-S11N-M02-R-MM01.wav,It is raining outside..,N,2.4,4.6,2.4,3.6
MSP-IMPROV-S11N-M03-R-MM01.wav,It is raining outside..,N,2.2,4.4,2.4,2.8
MSP-IMPROV-S11S-F02-R-FF01.wav,It is raining outside..,S,1.8,4.2,2.4,2.6
MSP-IMPROV-S11S-F03-R-FF01.wav,It's raining outside..,S,1.6,4.4,2.0,4.0
MSP-IMPROV-S11S-F05-R-FF01.wav,It is raining outside..,S,2.166667,3.666667,2.5,3.0
MSP-IMPROV-S11S-F06-R-FF01.wav,It is raining outside..,S,2.0,3.6,2.8,3.2
MSP-IMPROV-S11S-M01-R-MM01.wav,It's raining outside..,S,2.285714,4.142857,2.857143,3.285714
MSP-IMPROV-S11S-M02-R-MM01.wav,It is raining outside..,N,3.0,4.0,2.4,2.6
MSP-IMPROV-S11S-M03-R-MM01.wav,It is raining outside..,S,2.2,4.4,2.6,3.6
MSP-IMPROV-S12A-F02-R-FF01.wav,Your dog is insane..,A,2.4,2.6,4.0,3.4
MSP-IMPROV-S12A-F03-R-FF01.wav,Your dog is insane..,A,1.0,2.0,4.2,3.2
MSP-IMPROV-S12A-F05-R-FF01.wav,Your dog is insane..,A,1.4,3.2,4.4,2.0
MSP-IMPROV-S12A-F06-R-FF01.wav,Your dog is insane..,A,2.0,3.6,2.6,2.8
MSP-IMPROV-S12A-M01-R-MM01.wav,Your dogs and seen..,A,1.6,2.0,4.2,3.2
MSP-IMPROV-S12A-M02-R-MM01.wav,Your dog is insane..,N,2.428571,3.714286,3.142857,3.714286
MSP-IMPROV-S12A-M03-R-MM01.wav,Your dog is insane..,A,2.2,3.4,3.0,2.6
MSP-IMPROV-S12H-F02-R-FF01.wav,Her dog is insane..,H,3.5,2.833333,3.5,3.833333
MSP-IMPROV-S12H-F03-R-FF01.wav,Kick your dog is insane..,H,4.5,2.0,3.833333,3.833333
MSP-IMPROV-S12H-F05-R-FF01.wav,Your dog is insane..,H,4.0,2.6,4.0,3.4
MSP-IMPROV-S12H-F06-R-FF01.wav,Your dog is insane..,H,3.6,3.8,3.6,2.6
MSP-IMPROV-S12H-M01-R-MM01.wav,Your dog is insane..,A,2.4,2.6,3.6,2.6
MSP-IMPROV-S12H-M02-R-MM01.wav,Your dog is insane..,H,3.6,3.2,3.0,2.8
MSP-IMPROV-S12H-M03-R-MM01.wav,Sherdog isn't saying..,H,3.6,3.6,3.4,2.8
MSP-IMPROV-S12N-F02-R-FF01.wav,Your dog is insane..,N,2.75,3.875,2.875,3.375
MSP-IMPROV-S12N-F03-R-FF01.wav,Your dog is insane..,N,2.4,4.4,2.6,3.6
MSP-IMPROV-S12N-F05-R-FF01.wav,Your dog is in saying..,N,2.6,4.6,2.8,2.8
MSP-IMPROV-S12N-F06-R-FF01.wav,Your dog is insane..,A,1.8,3.6,2.8,3.4
MSP-IMPROV-S12N-M01-R-MM01.wav,Your dog isn't saying..,N,2.333333,4.333333,2.666667,3.166667
MSP-IMPROV-S12N-M02-R-MM01.wav,Your dog is insane..,N,2.5,4.333333,2.166667,2.833333
MSP-IMPROV-S12N-M03-R-MM01.wav,Your dog is insane..,N,2.8,4.2,2.6,3.4
MSP-IMPROV-S12S-F02-R-FF01.wav,Your dog is insane..,N,2.6,4.0,3.6,3.2
MSP-IMPROV-S12S-F03-R-FF01.wav,Your dog isn't saying..,A,1.666667,3.666667,3.5,3.5
MSP-IMPROV-S12S-F05-R-FF01.wav,Your dog is insane..,S,1.8,2.8,2.8,3.0
MSP-IMPROV-S12S-F06-R-FF01.wav,The dog is insane..,S,2.2,3.6,2.8,3.6
MSP-IMPROV-S12S-M01-R-MM01.wav,Your dog is insane..,A,1.666667,2.333333,4.333333,3.5
MSP-IMPROV-S12S-M02-R-MM01.wav,Your dog is insane..,N,2.8,4.8,2.2,3.2
MSP-IMPROV-S12S-M03-R-MM01.wav,Your dog isn't saying..,N,3.0,4.4,2.4,4.2
MSP-IMPROV-S13A-F02-R-FF01.wav,She told me what you did..,A,1.714286,3.0,3.428571,2.714286
MSP-IMPROV-S13A-F03-R-FF01.wav,She told me what you did..,A,1.4,2.6,4.2,3.8
MSP-IMPROV-S13A-F05-R-FF01.wav,She told me what you did..,A,1.2,1.2,3.8,3.2
MSP-IMPROV-S13A-F06-R-FF01.wav,She told me what you did..,A,1.4,3.2,3.2,2.8
MSP-IMPROV-S13A-M01-R-MM01.wav,Jetwing what you did..,A,2.0,1.6,4.2,3.8
MSP-IMPROV-S13A-M02-R-MM01.wav,She told me what you did..,A,1.2,1.6,4.4,4.4
MSP-IMPROV-S13A-M03-R-MM01.wav,She told me what you did..,A,1.571429,2.571429,3.857143,3.0
MSP-IMPROV-S13H-F02-R-FF01.wav,She told me what you did..,H,4.5,2.0,4.125,2.5
MSP-IMPROV-S13H-F03-R-FF01.wav,She told me what you did..,H,3.6,2.2,3.6,3.4
MSP-IMPROV-S13H-F05-R-FF01.wav,She told me what you did..,H,3.6,2.8,3.4,2.8
MSP-IMPROV-S13H-F06-R-FF01.wav,She told me what you did..,N,3.333333,3.333333,3.333333,3.333333
MSP-IMPROV-S13H-M01-R-MM01.wav,She told me what you did..,A,2.2,3.0,3.4,2.8
MSP-IMPROV-S13H-M02-R-MM01.wav,She told me what you did..,A,2.666667,2.833333,3.166667,3.0
MSP-IMPROV-S13H-M03-R-MM01.wav,She told me what you did..,H,3.888889,3.333333,3.666667,3.777778
MSP-IMPROV-S13N-F02-R-FF01.wav,She told me what you did..,N,2.4,4.2,3.2,2.4
MSP-IMPROV-S13N-F03-R-FF01.wav,She told me what you did..,X,2.2,3.8,3.4,4.0
MSP-IMPROV-S13N-F05-R-FF01.wav,She told me what you did..,N,2.6,4.4,3.0,3.0
MSP-IMPROV-S13N-F06-R-FF01.wav,She told me what you did..,A,2.0,4.0,2.6,3.4
MSP-IMPROV-S13N-M01-R-MM01.wav,She told me what you did..,A,2.166667,3.666667,3.166667,3.5
MSP-IMPROV-S13N-M02-R-MM01.wav,She told me what you did..,X,2.166667,4.0,3.333333,3.666667
MSP-IMPROV-S13N-M03-R-MM01.wav,She told me what you did..,N,1.8,4.6,2.6,3.4
MSP-IMPROV-S13S-F02-R-FF01.wav,She told me what you did..,X,2.0,2.4,3.8,4.2
MSP-IMPROV-S13S-F03-R-FF01.wav,She told me what you did..,A,1.833333,3.5,3.5,3.166667
MSP-IMPROV-S13S-F05-R-FF01.wav,She told me what you did..,S,1.8,3.8,3.4,3.2
MSP-IMPROV-S13S-F06-R-FF01.wav,She told me what you did..,S,1.6,3.2,2.6,2.8
MSP-IMPROV-S13S-M01-R-MM01.wav,She told me what you did..,A,1.4,2.4,3.4,3.8
MSP-IMPROV-S13S-M02-R-MM01.wav,She told me what you did..,N,2.333333,3.777778,2.888889,3.111111
MSP-IMPROV-S13S-M03-R-MM01.wav,She told me what she did..,N,2.5,4.375,2.75,2.875
MSP-IMPROV-S14A-F02-R-FF01.wav,Your grandmother is on the phone..,A,1.8,2.8,3.8,3.2
MSP-IMPROV-S14A-F03-R-FF01.wav,Your grandmother is on the phone..,A,1.777778,3.0,3.444444,3.111111
MSP-IMPROV-S14A-F05-R-FF01.wav,Your grandmother is on the phone..,A,1.8,2.4,3.8,3.0
MSP-IMPROV-S14A-F06-R-FF01.wav,Your grandmother is on the phone..,A,1.571429,3.0,3.142857,3.0
MSP-IMPROV-S14A-M01-R-MM01.wav,Your grandmothers on the phone..,A,1.2,1.8,4.2,2.8
MSP-IMPROV-S14A-M02-R-MM01.wav,Your grandmother is on the phone..,A,2.0,3.0,3.6,3.0
MSP-IMPROV-S14A-M03-R-MM01.wav,Your grandmother is on the phone..,A,2.0,3.4,3.2,3.4
MSP-IMPROV-S14H-F02-R-FF01.wav,Your grandmother is on the phone..,H,4.0,4.0,3.0,3.6
MSP-IMPROV-S14H-F03-R-FF01.wav,Your grandmother is on the phone..,H,3.666667,3.833333,3.333333,3.166667
MSP-IMPROV-S14H-F05-R-FF01.wav,Your grandmother is on the phone..,H,4.142857,2.428571,3.857143,3.428571
MSP-IMPROV-S14H-F06-R-FF01.wav,Your grandmother is on the phone..,X,3.2,3.6,3.2,2.8
MSP-IMPROV-S14H-M01-R-MM01.wav,Your grandmother is on the phone..,N,4.0,2.6,3.4,2.6
MSP-IMPROV-S14H-M02-R-MM01.wav,the grandmother's on the phone,X,3.666667,2.833333,3.166667,3.833333
MSP-IMPROV-S14H-M03-R-MM01.wav,the grandmother one a son,N,3.4,3.0,3.6,3.6
MSP-IMPROV-S14N-F02-R-FF01.wav,your grandmother is on the phone,N,3.0,4.2,2.2,3.6
MSP-IMPROV-S14N-F03-R-FF01.wav,a grandmother is on the phone,N,2.4,4.8,2.8,3.4
MSP-IMPROV-S14N-F05-R-FF01.wav,Your grandmother is on the phone..,N,3.0,4.4,2.6,2.0
MSP-IMPROV-S14N-F06-R-FF01.wav,Grandmothers on the phone..,N,2.666667,3.666667,2.833333,3.833333
MSP-IMPROV-S14N-M01-R-MM01.wav,Your grandmother is on the phone..,N,3.142857,4.571429,2.714286,3.428571
MSP-IMPROV-S14N-M02-R-MM01.wav,Your grandmother is on the phone..,N,3.0,4.714286,2.285714,2.857143
MSP-IMPROV-S14N-M03-R-MM01.wav,Your grandmother is on the phone..,N,2.833333,4.833333,3.166667,3.833333
MSP-IMPROV-S14S-F02-R-FF01.wav,Your grandmother is on the phone..,S,2.333333,3.5,2.5,3.333333
MSP-IMPROV-S14S-F03-R-FF01.wav,Your grandmother is on the phone..,S,1.555556,4.0,2.888889,3.333333
MSP-IMPROV-S14S-F05-R-FF01.wav,Your grandmother is on the phone..,X,2.2,3.8,2.8,3.0
MSP-IMPROV-S14S-F06-R-FF01.wav,Your grandmother is on the phone..,S,2.4,4.0,2.2,2.8
MSP-IMPROV-S14S-M01-R-MM01.wav,Your grandmother is on the phone..,A,2.0,3.2,3.4,2.8
MSP-IMPROV-S14S-M02-R-MM01.wav,Your grandmothers on the phone..,S,1.8,4.4,2.4,4.2
MSP-IMPROV-S14S-M03-R-MM01.wav,Your grandmother is on the phone..,X,2.666667,4.0,2.5,4.166667
MSP-IMPROV-S15A-F02-R-FF01.wav,Only I join her in the ceremony..,A,2.0,2.6,3.6,3.8
MSP-IMPROV-S15A-F03-R-FF01.wav,Only I join her in the ceremony..,A,1.666667,2.555556,3.777778,2.888889
MSP-IMPROV-S15A-F05-R-FF01.wav,Only I join her in the ceremony..,A,1.2,1.6,4.6,2.0
MSP-IMPROV-S15A-F06-R-FF01.wav,Only I join her in the ceremony..,A,1.4,2.6,4.0,4.2
MSP-IMPROV-S15A-M01-R-MM01.wav,We are going to the ceremony..,A,1.2,1.6,4.6,2.2
MSP-IMPROV-S15A-M02-R-MM01.wav,Only I joined in the ceremony..,A,2.166667,3.833333,3.333333,3.166667
MSP-IMPROV-S15A-M03-R-MM01.wav,Only I join her in the ceremony..,A,2.0,3.4,3.6,2.8
MSP-IMPROV-S15H-F02-R-FF01.wav,Only I join her in the ceremony..,H,3.6,3.8,3.4,3.0
MSP-IMPROV-S15H-F03-R-FF01.wav,Only I jointer in the ceremony..,H,3.5,3.166667,2.833333,3.0
MSP-IMPROV-S15H-F05-R-FF01.wav,Only I join her in the ceremony..,H,3.8,2.4,4.2,1.6
MSP-IMPROV-S15H-F06-R-FF01.wav,Only I join her in the ceremony..,N,3.0,3.6,3.2,1.8
MSP-IMPROV-S15H-M01-R-MM01.wav,When I turn the ceremony..,X,2.4,3.0,3.2,2.0
MSP-IMPROV-S15H-M02-R-MM01.wav,Only I joined in the ceremony..,N,3.2,3.4,3.0,2.6
MSP-IMPROV-S15H-M03-R-MM01.wav,Only I join in the ceremony..,H,3.8,3.4,3.2,2.6
MSP-IMPROV-S15N-F02-R-FF01.wav,Only I join turn the ceremony..,N,3.0,4.6,3.4,3.4
MSP-IMPROV-S15N-F03-R-FF01.wav,Only I jointer in the ceremony..,N,3.0,3.6,3.0,3.6
MSP-IMPROV-S15N-F05-R-FF01.wav,Only I join her in the ceremony..,N,2.6,4.2,2.8,4.0
MSP-IMPROV-S15N-F06-R-FF01.wav,Only I join turn the ceremony..,A,2.2,3.8,2.4,3.6
MSP-IMPROV-S15N-M01-R-MM01.wav,Only I join turn the ceremony..,N,2.333333,4.333333,3.0,2.833333
MSP-IMPROV-S15N-M02-R-MM01.wav,Only I join in the ceremony..,N,2.625,4.375,2.625,2.625
MSP-IMPROV-S15N-M03-R-MM01.wav,Only I tried doing the ceremony..,N,2.833333,4.166667,2.833333,3.666667
MSP-IMPROV-S15S-F02-R-FF01.wav,Only I join her in the ceremony..,N,2.2,4.2,2.2,3.0
MSP-IMPROV-S15S-F03-R-FF01.wav,Only I jointer in the ceremony..,S,2.166667,3.833333,2.833333,2.833333
MSP-IMPROV-S15S-F05-R-FF01.wav,Only I.,S,1.833333,3.5,2.833333,3.0
MSP-IMPROV-S15S-F06-R-FF01.wav,Only I join her in ceremony..,X,2.0,4.571429,2.285714,2.285714
MSP-IMPROV-S15S-M01-R-MM01.wav,When I'm doing turn the ceremony..,A,2.0,3.0,3.2,2.8
MSP-IMPROV-S15S-M02-R-MM01.wav,Only I joined in the ceremony..,N,2.8,4.4,2.8,3.8
MSP-IMPROV-S15S-M03-R-MM01.wav,Only I join her in the ceremony..,N,2.0,4.333333,2.5,2.5
MSP-IMPROV-S16A-F02-R-FF01.wav,Everyone is looking for it..,A,2.0,3.0,3.4,3.6
MSP-IMPROV-S16A-F02-R-FF02.wav,Everyone is looking for it..,A,1.714286,2.428571,3.857143,3.571429
MSP-IMPROV-S16A-F03-R-FF01.wav,Everyone is looking for it..,A,1.4,2.4,3.8,3.0
MSP-IMPROV-S16A-F05-R-FF01.wav,Everyone is looking for it..,A,1.6,2.0,3.4,2.0
MSP-IMPROV-S16A-F06-R-FF01.wav,Everyone is looking for it..,A,1.8,3.2,3.6,3.2
MSP-IMPROV-S16A-M01-R-MM01.wav,Everyone is looking for it..,A,1.4,1.8,4.2,3.0
MSP-IMPROV-S16A-M02-R-MM01.wav,Everyone is looking for it..,A,1.8,3.8,2.6,3.0
MSP-IMPROV-S16A-M03-R-MM01.wav,Everyone is looking for it..,N,2.4,3.4,3.4,3.2
MSP-IMPROV-S16H-F02-R-FF01.wav,Everyone is looking for it..,H,4.4,3.4,3.6,3.0
MSP-IMPROV-S16H-F03-R-FF01.wav,Everyone is looking for it..,H,3.428571,2.714286,3.142857,3.428571
MSP-IMPROV-S16H-F05-R-FF01.wav,Everyone is looking for it..,H,3.666667,2.333333,3.833333,2.333333
MSP-IMPROV-S16H-F06-R-FF01.wav,Everyone is looking for it..,H,3.666667,3.166667,3.333333,2.5
MSP-IMPROV-S16H-M01-R-MM01.wav,Everyone is looking for it..,H,3.4,4.0,3.0,4.0
MSP-IMPROV-S16H-M02-R-MM01.wav,Everyone is looking for it..,N,3.2,4.0,2.6,2.8
MSP-IMPROV-S16H-M03-R-MM01.wav,Everyone is looking for it..,N,3.8,3.0,3.2,3.0
MSP-IMPROV-S16N-F02-R-FF01.wav,Everyone is looking for it..,N,3.0,4.8,2.6,3.4
MSP-IMPROV-S16N-F03-R-FF01.wav,Everyone is looking for it..,N,3.2,4.0,2.8,4.0
MSP-IMPROV-S16N-F05-R-FF01.wav,Everyone is looking for it..,N,2.8,4.0,2.8,3.8
MSP-IMPROV-S16N-F05-R-FF02.wav,Everyone is looking for it..,N,2.6,4.8,2.0,4.0
MSP-IMPROV-S16N-F06-R-FF01.wav,Everyone is looking for it..,N,2.6,4.6,2.8,2.8
